DOI,Components,Pressure,Temperature (C),Speed (mm/s),Needle,Cells (e6/ml),Additional notes,
https://10.1088/1758-5090/ab0692,Gelatin [5 wt%] Alginate [4 wt%] ,0.9 bar - 1.8 bar,26,20 - 35,514 μm Cylindrical,Saos-2 Human Bone Osteosarcoma cells (5),""
https://10.1088/1758-5090/ab0692,Gelatin [5 wt%] Alginate [4 wt%] Cellulose Nanofibrils [0.25 wt%] ,1.5 bar - 2 bar,26,35 - 45,515 μm Cylindrical,Saos-2 Human Bone Osteosarcoma cells (5),""
https://10.1088/1758-5090/ab0692,Gelatin [5 wt%] Alginate [4 wt%] Cellulose Nanofibrils [0.25 wt%] ,2.6 bar - 2.8 bar,26,40 - 47,516 μm Cylindrical,Human Bone Marrow-derived Mesenchymal Stem Cells (5),""
https://10.1088/1758-5090/ab0692,Gelatin [5 wt%] Alginate [4 wt%] Bioactive Glass [1 wt%] ,1.9 bar - 3 bar,26,15 - 25,517 μm Cylindrical,Saos-2 Human Bone Osteosarcoma cells (5),""
https://10.1088/1758-5090/ab0692,Gelatin [5 wt%] Alginate [4 wt%] Cellulose Nanofibrils [0.25 wt%] Bioactive Glass [1 wt%] ,2 bar - 3.2 bar,26,50 - 63,518 μm Cylindrical,Saos-2 Human Bone Osteosarcoma cells (5),""
https://10.1088/1758-5090/ab0692,Gelatin [5 wt%] Alginate [4 wt%] Cellulose Nanofibrils [0.25 wt%] Bioactive Glass [1 wt%] ,2.4 bar - 3 bar,26,50 - 57,519 μm Cylindrical,Human Bone Marrow-derived Mesenchymal Stem Cells (5),""
https://10.1021/acsbiomaterials.9b00843,Gelatin Methacrylated [10 wt%] ,120 kPa,30,10,150 μm, ,""
https://10.3390/jfb9040063,Alginate [2 wt%] ,1.8 psi - 2.4 psi,37,,256 μm Cylindrical,NIH 3T3 Fibroblasts GFP (5),""
https://10.3390/jfb9040063,Alginate [3 wt%] ,2.1 psi - 2.8 psi,37,,256 μm Cylindrical,Human-adipose tissue derived Mesenchymal Stem Cells (5),""
https://10.3390/jfb9040063,Alginate [4 wt%] ,9.9 psi - 13.1 psi,37,,256 μm Cylindrical,NIH 3T3 Fibroblasts GFP (5),""
https://10.1016/j.jot.2019.05.003,PCL [100 wt%] ,,70 - 75,6,330 μm Cylindrical, ,"PCL MW = 45,000 g/mol. Screw based extrusion at 15 rpm"
https://10.18063/ijb.v6i4.296,Gelatin [10 wt%] Transglutaminase [5 wt%] ,1 kPa - 700 kPa,40,16,200 μm Cylindrical, ,""
https://10.1002/smll.202004452,Pluronic F127 [40 wt%] Magnetic nanoflowers [210 mM] ,2 bar,18,25,150 μm Conical, ,""
https://10.1016/j.actbio.2019.05.062,Gelatin Norbornene [5 wt%] Gelatin Thiolated [5 wt%] ,2.3 bar,27,5,200 μm Conical, ,""
https://10.1016/j.actbio.2019.05.062,Gelatin Methacrylated [10 wt%] ,0.7 bar,23,10.833,200 μm Conical, ,""
https://10.1016/j.colsurfb.2018.08.006,Gelatin [10 wt%] Alginate [1 wt%] Fibrinogen [1 wt%] ,,25,3.5,260 μm Cylindrical,GSC23 Glioblastoma Cells (0.1),""
https://10.1002/adhm.201800418,Gelatin Methacrylated [10 wt%] ,0.5 bar,15 - 18,25,Cylindrical,Equine-derived Mesenchymal Stromal Cells (20),""
https://10.1002/adhm.201800418,Pluronic F127 [40 wt%] ,1 bar,25,22,Cylindrical, ,""
https://10.1088/1758-5090/8/3/035012,Gelatin Methacrylated [10 wt%] ,80 psi,,8,27 Gauge Cylindrical,NIH 3T3 Fibroblasts (0.5),""
https://10.1088/1758-5090/8/3/035012,Gelatin Methacrylated [15 wt%] ,100 psi - 110 psi,,8,27 Gauge Cylindrical, ,""
https://10.1088/1758-5090/8/3/035012,Gelatin Methacrylated [20 wt%] ,130 psi,,8,27 Gauge Cylindrical, ,""
https://10.1007/s13205-018-1341-9,Gelatin [10 wt%] Alginate [2 wt%] ,,37,3.5,260 μm Cylindrical,RSC96 Neuronal Schwann Cells (2),"Extrusion of 0.15 mL/s. Gel was crosslinked with 3 w/v% of CaCl2 post printing"
https://10.1021/acsbiomaterials.0c00940,Hyaluronic Acid Methacrylated [10 mg/ml] Collagen [3 mg/ml] ,50 kPa - 70 kPa,25,10,27 Gauge, ,"Using either 3mg/ml of LAP or I2959 the scaffold was crosslinked with UV for 2 seconds every 2 layers"
https://10.1039/c5tb01645b,PEG-NIPAAm-HPMACys [7.5 wt%] PEG NHS [3.8 wt%] ,3.4 bar,25,5,250 μm Conical, ,""
https://10.1039/c5tb01645b,PEG-NIPAAm-HPMACys [7.5 wt%] HA NHS [1.6 wt%] ,3.4 bar,25,5,250 μm Conical, ,""
https://10.1039/c5tb01645b,pHMGCL-NHS [100 wt%] ,400 kPa,140,4.1667,25 Gauge Cylindrical, ,"pHMGCL-NHS stands for poly(hydroxymethylglycolide-co-ε-caprolactone."
https://10.1016/j.mtbio.2020.100078,Hyaluronic Acid Phenolic Hydroxyl Functionalized [1.5 wt%] ,,25,22,27 Gauge Cylindrical,10T1/2 Murine Fibroblasts (5),"Ink flow rate of 22 mm/s"
https://10.1016/j.mtbio.2020.100078,Hyaluronic Acid Phenolic Hydroxyl Functionalized [0.1 wt%] Hyaluronic Acid [0.9 wt%] Gelatin Phenolic Hydroxyl Functionalized [1 wt%] ,,25,22,27 Gauge Cylindrical,10T1/2 Murine Fibroblasts (5),"Ink flow rate of 22 mm/s"
https://10.1016/j.mtbio.2020.100078,Hyaluronic Acid Phenolic Hydroxyl Functionalized [1.5 wt%] Silk Fibroin Nanofibers [1 wt%] ,,25,22,27 Gauge Cylindrical,10T1/2 Murine Fibroblasts (5),"Ink flow rate of 22 mm/s"
https://10.1016/j.mtbio.2020.100078,Hyaluronic Acid Phenolic Hydroxyl Functionalized [0.1 wt%] Hyaluronic Acid [0.9 wt%] Gelatin Phenolic Hydroxyl Functionalized [1 wt%] Silk Fibroin Nanofibers [1 wt%] ,,25,22,27 Gauge Cylindrical,10T1/2 Murine Fibroblasts (5),"Ink flow rate of 22 mm/s"
https://10.1021/bm801463q,Pluronic F127 di(alpha-bromoesters) [25 wt%] ,2 bar,4,16,210 μm Cylindrical, ,""
https://10.1039/c3tb21159b,Alginate [3 wt%] Acrylamide [wt%] ,30 kPa - 130 kPa,25,,337 μm Cylindrical, ,"Variations of CaCl2-based hydrogel crosslinking were tested"
https://10.1002/adhm.201800213,Pluronic F127 [30 wt%] Metformin Hydrochloride [12.5 mg/ml] ,12 psi,25,10,27 Gauge Conical, ,"Metformin Hydrochloride is a oral agent used to treat diabetes."
https://10.1002/adhm.201800213,Pluronic F127 [30 wt%] Glyburide [100 mg/ml] ,8 psi,25,8,22 Gauge Conical, ,"Acarbose is a oral agent used to treat diabetes."
https://10.1002/adhm.201800213,Pluronic F127 [30 wt%] Acarbose [1 mg/ml] ,12 psi,25,10,27 Gauge Conical, ,"Glyburide is a oral agent used to treat diabetes."
https://10.1021/acsami.7b03613,PEGDA [6 wt%] Laponite [10 wt%] ,22 psi - 25 psi,25,0.75 - 1,250 μm Conical, ,"Printed structures were exposed to UV light for 10 minutes."
https://10.1021/acsami.7b03613,Alginate [0.5 wt%] Laponite [6 wt%] ,22 psi - 25 psi,25,0.75 - 1,250 μm Conical, ,"Printed structure was submerged in 2 wt% CaCl2"
https://10.1021/acsami.7b03613,Gelatin [10 wt%] Laponite [7 wt%] ,22 psi - 25 psi,25,0.75 - 1,250 μm Conical, ,""
https://10.1016/j.mtbio.2020.100058,Hyaluronic Acid Tyramine Functionalized [25 mg/ml] Collagen [5 mg/mL] ,0.2 bar,20 - 22,8,15 Gauge Cylindrical, ,""
https://10.1016/j.mtbio.2020.100058,Hyaluronic Acid Tyramine Functionalized [25 mg/ml] Collagen [5 mg/mL] ,1.6 bar,20 - 22,8,18 Gauge Cylindrical, ,""
https://10.1002/adfm.201801850,Gelatin [7.5 wt%] Fibrinogen [10 mg/mL] Hyaluronic Acid [3 mg/mL] Calcium chloride [2.5 mM] ,0.5 psi - 1 psi,37,1 - 3,100 μm Cylindrical,PCS‐201‐010 Primary Dermal Fibroblasys (10),"Hydrogels crosslinked with thrombin/transglutaminase at 100U/mL and 0.2 wt% respectively."
https://10.1002/adfm.201801850,Gelatin [7.5 wt%] Fibrinogen [10 mg/mL] Hyaluronic Acid [3 mg/mL] Calcium chloride [2.5 mM] ,0.5 psi - 1 psi,37,1 - 3,100 μm Cylindrical,hiPSC‐derived Ventral Spinal Neuronal Progenitor Cells (10),"Hydrogels crosslinked with thrombin/transglutaminase at 100U/mL and 0.2 wt% respectively."
https://10.1002/adfm.201801850,Gelatin [7.5 wt%] Fibrinogen [10 mg/mL] Hyaluronic Acid [3 mg/mL] Calcium chloride [2.5 mM] ,0.5 psi - 1 psi,37,1 - 3,100 μm Cylindrical,miPSC‐derived Oligodendrocyte Progenitor Cells (10),"Hydrogels crosslinked with thrombin/transglutaminase at 100U/mL and 0.2 wt% respectively."
https://10.1002/adfm.201801850,Matrigel [50 wt%] ,0.5 psi - 1 psi,4,1 - 3,100 μm Cylindrical,hiPSC‐derived Ventral Spinal Neuronal Progenitor Cells (10),""
https://10.1002/adfm.201801850,Matrigel [50 wt%] ,0.5 psi - 1 psi,4,1 - 3,100 μm Cylindrical,miPSC‐derived Oligodendrocyte Progenitor Cells (10),""
https://10.1002/adfm.201801850,Matrigel [50 wt%] ,0.5 psi - 1 psi,4,1 - 3,100 μm Cylindrical,PCS‐201‐010 Primary Dermal Fibroblasys (10),""
https://10.1002/adfm.201801850,Gelatin Methacrylated [7.5 wt%] ,0.5 psi - 1 psi,37,1 - 3,100 μm Cylindrical,hiPSC‐derived Ventral Spinal Neuronal Progenitor Cells (10),"Hydrogels crosslinked with 0.05 wt% LAP as the photoinitiator"
https://10.1002/adfm.201801850,Gelatin Methacrylated [7.5 wt%] ,0.5 psi - 1 psi,37,1 - 3,100 μm Cylindrical,miPSC‐derived Oligodendrocyte Progenitor Cells (10),"Hydrogels crosslinked with 0.05 wt% LAP as the photoinitiator"
https://10.1002/adfm.201801850,Gelatin Methacrylated [7.5 wt%] ,0.5 psi - 1 psi,37,1 - 3,100 μm Cylindrical,PCS‐201‐010 Primary Dermal Fibroblasys (10),"Hydrogels crosslinked with 0.05 wt% LAP as the photoinitiator"
https://10.1002/adfm.201801850,PEGDA [20 wt%] Polyethylene oxide [5.5 wt%] Glycerol [10 wt%] ,80 psi - 200 psi,25,1 - 3,100 μm Cylindrical, ,"Hydrogels crosslinked with 0.05 wt% LAP as the photoinitiator. Other photoinitiators were used but LAP produced best results"
https://10.1002/adfm.201801850,Alginate [6 wt%] Methylcellulose [18 wt%] ,80 psi - 200 psi,25,1 - 3,100 μm Cylindrical, ,"Alginate of different viscosities were tested"
https://10.1002/adfm.201801850,Loctite [100 wt%] ,80 psi - 200 psi,25,1 - 3,100 μm Cylindrical, ,"The silicone was cured at ambient temperature for 5 hours"
https://10.1002/mabi.201900364,Gelatin Methacrylated [10 wt%] ,120 kPa,30,10,150 μm Conical, ,""
https://10.1088/1758-5090/aa90e2,Pluronic F127 [30 wt%] ,160 kPa - 200 kPa,25,6,330 μm Cylindrical, ,""
https://10.1088/1758-5090/aa90e2,Pluronic F127 [29 wt%] PEG [1 wt%] ,130 kPa - 170 kPa,25,6,330 μm Cylindrical, ,""
https://10.1088/1758-5090/aa90e2,Pluronic F127 [28 wt%] PEG [2 wt%] ,120 kPa - 150 kPa,25,6,330 μm Cylindrical, ,""
https://10.1088/1758-5090/aa90e2,Pluronic F127 [27 wt%] PEG [3 wt%] ,90 kPa - 120 kPa,25,6,330 μm Cylindrical, ,""
https://10.1088/1758-5090/aa90e2,Pluronic F127 [26 wt%] PEG [4 wt%] ,70 kPa - 90 kPa,25,6,330 μm Cylindrical, ,""
https://10.1088/1758-5090/aa90e2,Pluronic F127 [20 wt%] ,60 kPa - 80 kPa,25,6,330 μm Cylindrical, ,""
https://10.1007/s10439-016-1704-5,Alginate Sulfate [1 wt%] Nanocellulose [1.36 wt%] ,6 kPa,,,413 μm Conical,Primary Bovine Chondrocytes (6),"Post printing constructs were submerged for 12 min in 100 mM CaCl2"
https://10.1007/s10439-016-1704-5,Alginate Sulfate [1 wt%] Nanocellulose [1.36 wt%] ,6 kPa,,,260 μm Conical,Primary Bovine Chondrocytes (6),"Post printing constructs were submerged for 12 min in 100 mM CaCl2"
https://10.1088/1758-5090/aaccbf,Alginate [2 wt%] ,10 bar,37,12,300 μm Cylindrical,Human Adipose Derived Stem Cells (5),"Post printing constructs were submerged in 2 wt% CaCl2 for 5 mins"
https://10.1007/978-1-0716-0611-7_6,Laponite [3 wt%] Alginate [3 wt%] Methylcellulose [3 wt%] ,80 kPa - 95 kPa,,,410 μm Conical,Skeletal Stem Cells (1),""
https://10.1088/1758-5090/aa7e96,Laponite [3 wt%] Alginate [3 wt%] Methylcellulose [3 wt%] ,80 kPa - 95 kPa,25,8 - 10,410 μm Conical,Human mesenchymal stem cell (5),"The MSCs used was a cell line expressing human telomerase reverse transcriptase. Post printing constructs were submerged for 10 min in 100 mM CaCl2"
https://10.3791/50632,Pluronic F127 [24.5 wt%] ,1.5 bar,25,1.25,150 Gauge Cylindrical, ,""
https://10.1088/1758-5090/8/1/015019,Gelatin Methacrylated [10 wt%] Hyaluronic Acid Methacrylated [2 wt%] ,140 kPa - 165 kPa,25,30,860 μm Conical, ,"The printing was done through a biopen with a collinear extrusion nozzle"
https://10.1021/acsbiomaterials.8b00416,Hyaluronic Acid Tyramine Functionalized [3.5 wt%] ,4 bar,25,4,250 μm Cylindrical, ,"The HA-Tyr bioink contained 0.1 U/mL of HRP, 0.02% EO, and 0.17 mM H202 for crosslinking prior to 3D printing"
https://10.3390/polym8050170,Alginate [16.7 wt%] ,480 kPa,25,,840 μm Cylindrical, ,"Post printing constructs were crosslinked with 1M CaCl2"
https://10.3390/polym8050170,Alginate [16.7 wt%] Gellan Gum [2 wt%] ,520 kPa,25,,840 μm Cylindrical, ,"Post printing constructs were crosslinked with 1M CaCl2"
https://10.3390/polym8050170,Alginate [16.7 wt%] Gellan Gum [3 wt%] ,530 kPa,25,,840 μm Cylindrical, ,"Post printing constructs were crosslinked with 1M CaCl2"
https://10.3390/ma9090756,Pluronic F127 [24.5 wt%] ,100 kPa,25,0.02,21 Gauge Cylindrical, ,""
https://10.1002/term.2058,Alginate [3 wt%] Methylcellulose [9 wt%] ,0.8 bar - 1 bar,25,20,250 μm Cylindrical, ,"Post printing constructs were crosslinked with 0.1M CaCl2"
https://10.1002/term.2058,Alginate [3 wt%] ,0.8 bar - 1 bar,25,20,200 μm Cylindrical, ,"Post printing constructs were crosslinked with 0.1M CaCl2"
https://10.1039/c9fd00019d,Poly(alkyl glycidyl ether) triblock copolymer [20 wt%] ,20 psi,21,5,410 μm Conical, ,""
https://10.1007/s10544-018-0274-8,Gelatin [5 wt%] ,100 kPa,25,10,160 μm Cylindrical, ,"Gelatin was crosslinked with 3 wt% microbial transglutaminase overnight at 37 C after printing"
https://10.3389/fbioe.2020.00484,Gelatin Methacrylated [10 wt%] ,35 kPa,21,5,410 μm Conical,Human Bone Marrow Mesenchymal Stem Cells (4),"Physically crosslinked for 10 minutes at 4C followed by UV photopolymerization"
https://10.1021/acsami.9b19272,PEGDA [7.5 mM] Ferric Chloride [22.5 mM] ,300 kPa,25,2,600 μm Cylindrical, ,"Bioink also contained 1.5M acrylic acid, 0.1M NaCl"
https://10.1038/s41598-019-38972-2,Alginate [3 wt%] PEGDA [10 wt%] ,,25,3,840 μm Cylindrical, ,"UV irradiation was employed for the duration of printing and 10 minutes post printing."
https://10.1016/j.actbio.2020.11.022,Hydroxypropyl Cellulose [5 wt%] Iron Powder [35 wt%] ,200 kPa,25,5,410 μm Conical, ,""
https://10.1089/ten.TEC.2018.0293,PCL [100 wt%] ,450 kPa,25,4,210 μm Conical, ,""
https://10.1089/ten.TEC.2018.0293,PCL [98 wt%] Lidocaine [2 wt%] ,450 kPa,25,4,410 μm Conical, ,""
https://10.1089/ten.TEC.2018.0293,PCL [96 wt%] Lidocaine [4 wt%] ,450 kPa,25,4,210 μm Conical, ,""
https://10.1089/ten.TEC.2018.0293,PCL [99 wt%] Silver Phosphate [1 wt%] ,450 kPa,25,4,410 μm Conical, ,""
https://10.1089/ten.TEC.2018.0293,PCL [97 wt%] Silver Phosphate [3 wt%] ,450 kPa,25,4,210 μm Conical, ,""
https://10.1089/ten.TEC.2018.0293,PCL [93 wt%] Lidocaine [4 wt%] Silver Phosphate [3 wt%] ,450 kPa,25,4,410 μm Conical, ,""
https://10.1088/1758-5090/ab7553,Alginate [30 mg/ml] Methylcellulose [30 mg/ml] Agarose [10 mg/ml] ,300 kPa,25,,830 μm Conical,Immortalized Human Mesenchymal Stem Cells (10),""
https://10.1088/1758-5090/ab7553,Alginate [30 mg/ml] Methylcellulose [30 mg/ml] Agarose [10 mg/ml] ,150 kPa,25,,250 μm Conical,Immortalized Human Mesenchymal Stem Cells (10),""
https://10.1088/1758-5090/ab10ae,Carbopol [0.7 wt%] ,40 kPa - 80 kPa,23,2 - 4,250 μm Cylindrical, ,""
https://10.1016/j.ijbiomac.2020.08.180,Chitosan [10 wt%] ,3.5 bar,25,10,250 Conical, ,""
https://10.1016/j.msec.2019.04.026,PCL [100 wt%] ,80 psi - 100 psi,100,1,159 μm Cylindrical, ,""
https://10.1016/j.msec.2019.04.026,PCL [99.9 wt%] Graphene Oxide [0.1 wt%] ,80 psi - 100 psi,100,1,159 μm Cylindrical, ,""
https://10.1016/j.msec.2019.04.026,PCL [99.5 wt%] Graphene Oxide [0.5 wt%] ,80 psi - 100 psi,100,1,159 μm Cylindrical, ,""
https://10.1088/1758-5090/ab98e4,Alginate Oxidized [3.75 wt%] Gelatin [7.5 wt%] ,30 kPa - 40 kPa,30,10,330 μm Conical, ,""
https://10.1088/1758-5090/ab98e4,Alginate Oxidized [3.75 wt%] Gelatin [7.5 wt%] ,60 kPa,30,10,250 μm Conical, ,""
https://10.1016/j.actbio.2020.11.006,dECM Cardiac [4.6 wt%] Laponite [2.3 wt%] PEGDA [6 wt%] ,9 psi,25,,25 Gauge Cylindrical, ,"Constructs were crosslinked with UV light for 30s"
https://10.1016/j.actbio.2020.11.006,dECM Cardiac [4.6 wt%] Laponite [2.3 wt%] PEGDA [6 wt%] ,8 psi,25,,22 Gauge Cylindrical, ,"Constructs were crosslinked with UV light for 30s"
https://10.1021/acsami.9b11644,Gelatin [7 wt%] Silk Fibroin [1.5 wt%] ,15 kPa - 25 kPa,4,6 - 8,250 μm Cylindrical,Primary Porcine Chondrocytes (1),""
https://10.1038/s41598-020-78977-w,PCL [100 wt%] ,600 kPa,100,1.4,24 Gauge Cylindrical, ,"PCL molecular weight 43-50 kDa"
https://10.1038/s41598-020-78977-w,PCL [99.5 wt%] Graphene Oxide [0.5 wt%] ,600 kPa,100,1.4,24 Gauge Cylindrical, ,"PCL molecular weight 43-50 kDa"
https://10.1038/s41598-020-78977-w,PCL [99 wt%] Graphene Oxide [1 wt%] ,600 kPa,100,1.4,24 Gauge Cylindrical, ,"PCL molecular weight 43-50 kDa"
https://10.1038/s41598-020-78977-w,PCL [97 wt%] Graphene Oxide [3 wt%] ,600 kPa,100,1.4,24 Gauge Cylindrical, ,"PCL molecular weight 43-50 kDa"
https://10.3390/ma13030512,PCL [100 wt%] ,6 bar,90,20,330 μm Cylindrical, ,""
https://10.3390/ma13030512,PCL [99.9 wt%] Polyaniline [0.1 wt%] ,6 bar,90,20,330 μm Cylindrical, ,""
https://10.3390/ma13030512,PCL [99 wt%] Polyaniline [1 wt%] ,6 bar,90,20,330 μm Cylindrical, ,""
https://10.3390/ma13030512,PCL [98 wt%] Polyaniline [2 wt%] ,6 bar,90,20,330 μm Cylindrical, ,""
https://10.1016/j.colsurfb.2019.06.069,Gelatin [15 wt%] Alginate [2 wt%] ,200 kPa,30,7,330 μm Cylindrical,Wharton's Jelly Derived Mesenchymal Stem Cells (1),""
https://10.1016/j.colsurfb.2019.06.069,Gelatin [15 wt%] Alginate [2 wt%] ,200 kPa,30,7,330 μm Cylindrical,Human Amniotic Epithelial Cells (1),""
https://10.1088/2057-1976/ab8fc6,Cellulose Nanofibers [5.34 wt%] Alginate [2.67 wt%] ,120 kPa,25,10,300 μm, ,"Scaffolds were cross-linked by 1 wt% CaCl2 solution for 20 min"
https://10.1088/2057-1976/ab8fc6,Cellulose Nanofibers [7.4 wt%] Alginate [0.74 wt%] ,80 kPa,25,10,300 μm, ,"Scaffolds were cross-linked by 1 wt% CaCl2 solution for 20 min"
https://10.1088/2057-1976/ab8fc6,Cellulose Nanocrystals [10 wt%] Alginate [5 wt%] ,140 kPa,25,10,300 μm, ,"Scaffolds were cross-linked by 1 wt% CaCl2 solution for 20 min"
https://10.1088/2057-1976/ab8fc6,Cellulose Nanocrystals [16.67 wt%] Alginate [1.667 wt%] ,80 kPa,25,10,300 μm, ,"Scaffolds were cross-linked by 1 wt% CaCl2 solution for 20 min"
https://10.1038/s41598-020-64049-6,PCL [100 wt%] ,590 kPa - 610 kPa,85,4,100 μm Cylindrical, ,"PCL molecular weight is 73,000"
https://10.1038/s41598-020-64049-6,dECM Esophageal [1.5 wt%] ,20 kPa - 40 kPa,4,,26 Gauge Cylindrical,Human Esophageal Epithelial Cells (3.5),"Hydrogels crosslinked by gelation at 37C"
https://10.1038/s41598-020-64049-6,dECM Esophageal [2 wt%] ,20 kPa - 40 kPa,4,,26 Gauge Cylindrical,Human Esophageal Epithelial Cells (3.5),"Hydrogels crosslinked by gelation at 37C"
https://10.1038/s41598-020-64049-6,dECM Esophageal [1.5 wt%] ,20 kPa - 40 kPa,4,,26 Gauge Cylindrical,Human Esophageal Smooth Muscle Cells (3.5),"Hydrogels crosslinked by gelation at 37C"
https://10.1038/s41598-020-64049-6,dECM Esophageal [2 wt%] ,20 kPa - 40 kPa,4,,26 Gauge Cylindrical,Human Esophageal Smooth Muscle Cells (3.5),"Hydrogels crosslinked by gelation at 37C"
https://10.1021/acsami.0c07212,Gelatin Methacrylated [13 wt%] ,225 kPa,25,5,800 μm Cylindrical,Bone Marrow Stromal Stem Cells (5),"A coaxial extrusion system was implemented in which GelMA was the shell and peptide-functionalized, succinylated chistoan/dextran aldehyde was the core"
https://10.3390/ma13020354,Alginate [4 wt%] Hyaluronic Acid Oxidized [0.4 wt%] ,25 psi,21 - 23,8,210 μm Cylindrical, ,"FRESH printing method was implemented except the bath was frozen after printing"
https://10.1088/1758-5090/8/1/015016,PCL [100 wt%] ,2 bar,77,16,, ,"PCL molecular weight is 43,000 - 50,000"
https://10.1016/j.tiv.2019.104606,Gelatin Methacrylated [7.5 wt%] ,20 kPa,,10,22 Gauge Cylindrical,Bovine Colon Organoids ,""
https://10.3390/ijms19103129,Alginate [2 wt%] Gelatin [3 wt%] dECM Human Lung [1 mg/ml] ,10 kPa - 20 kPa,25,,22 Gauge Conical,Cell Line HepaRG (7),""
https://10.3390/ijms19103129,Alginate [2 wt%] Gelatin [3 wt%] dECM Human Lung [0.5 mg/ml] ,10 kPa - 20 kPa,25,,22 Gauge Conical,Cell Line HepaRG (7),""
https://10.1021/acsami.0c05096,Gelatin Carbohydrazide [6 wt%] ,12 kPa - 15 kPa,37,5 - 10,Cylindrical,Human Umbilical Vein Endothelial Cells (1),"The bioink was directly extruded into a slurry bath consisting of oxidized alginate and gelatin microparticles"
https://10.1021/acsami.0c05096,Gelatin Carbohydrazide [6 wt%] ,12 kPa - 15 kPa,37,5 - 10,Cylindrical,Human Mesenchymal Stem Cells (10),"The bioink was directly extruded into a slurry bath consisting of Oxidized alginate and gelatin microparticles"
https://10.3390/jfb9040057,Calcium Phosphate [4.27 wt%] Kappa Carrageenan [2.8 wt%] ,0.5 bar - 2 bar,,7,23 Gauge Cylindrical, ,""
https://10.1021/acsami.0c18608,Alginate Methacrylated [5 wt%] ,0.4 bar,25,5,330 μm Cylindrical, ,""
https://10.1021/acsbiomaterials.6b00170,PDMS [100 wt%] ,,25,20,400 μm Cylindrical, ,"PDMS was printed into a carbopol bath."
https://10.1088/1758-5090/aac70b,Collagen [3 mg/ml] ,15 kPa,4,13.75,610 μm Conical,HEPG2 Liver Cells (20),""
https://10.1088/1748-605X/ab38c6,PCL [100 wt%] ,660 kPa,105,2,Cylindrical, ,"PCL had amolecular weight of 43,000 g/mol"
https://10.1007/s10856-018-6211-9,Alginate [3 wt%] Methylcellulose [9 wt%] ,70 kPa - 80 kPa,,10,610 μm Conical,Primary Bovine Chondrocytes (5),"γ-irradiated bioink experienced lower viscosity, resulting in change in printing parameters"
https://10.1007/s10856-018-6211-9,Alginate [3 wt%] Methylcellulose [9 wt%] ,65 kPa,,10,450 μm Conical,Primary Bovine Chondrocytes (5),"γ-irradiated bioink experienced lower viscosity, resulting in change in printing parameters"
https://10.1021/acsami.8b13166,Alginate [3 wt%] Gellan Gum [3.5 wt%] ,35 kPa - 40 kPa,25,10 - 20,410 μm Conical, ,""
https://10.1021/acsami.8b13166,Alginate [3 wt%] Gellan Gum [3.5 wt%] Aminated Silicate Nanoparticles [6 wt%] ,40 kPa - 50 kPa,25,10 - 20,410 μm Conical, ,""
https://10.1088/1758-5090/8/3/035012,Gelatin Methacrylated [10 wt%] ,100 psi,25,8,200 μm Cylindrical,NIH 3T3 Fibroblasts (0.5),"Bioink was allowed to cool at 25C to physically crosslink before printing"
https://10.1088/1758-5090/8/3/035012,Gelatin Methacrylated [15 wt%] ,100 psi - 110 psi,25,8,200 μm Cylindrical, ,"Bioink was allowed to cool at 25C to physically crosslink before printing"
https://10.1088/1758-5090/8/3/035012,Gelatin Methacrylated [20 wt%] ,130 psi,25,8,200 μm Cylindrical, ,"Bioink was allowed to cool at 25C to physically crosslink before printing"
https://10.1080/03008207.2019.1624733,PCL [100 wt%] ,600 kPa,120,0.4,200 μm, ,""
https://10.1021/acsnano.5b01179,Graphene [75 wt%] PLG [25 wt%] ,5 bar,25,10 - 45,100 μm Conical, ,"PLG stands for polylactide-co-glycolide"
https://10.1021/acsnano.5b01179,Graphene [75 wt%] PLG [25 wt%] ,0.5 bar,25,10 - 45,1000 μm Conical, ,"PLG stands for polylactide-co-glycolide"
https://10.1021/acsbiomaterials.8b00964,SC 5050 Polyester [100 wt%] ,2.7 bar,30,0.5,410 μm Conical, ,"SC5050 is a polyester comprised of equimolar ratios of soybean oil and coumarin."
https://10.1021/acsbiomaterials.8b00964,SC 5050 Polyester [98 wt%] Dexamethosone [2 wt%] ,4.3 bar,48,0.5,410 μm Conical, ,"SC5050 is a polyester comprised of equimolar ratios of soybean oil and coumarin."
https://10.1021/acsbiomaterials.8b00964,SC 5050 Polyester [94 wt%] Dexamethosone [6 wt%] ,4.7 bar,52,0.5,410 μm Conical, ,"SC5050 is a polyester comprised of equimolar ratios of soybean oil and coumarin."
https://10.1039/d0bm01784a,Gelatin Methacrylated [6 wt%] Gelatin [3.6 wt%] ,3.5 bar,27,8,27 Gauge Cylindrical,Human Dermal Fibroblasts (1),""
https://10.1039/d0bm01784a,Ulvan Methacrylated [2 wt%] Gelatin Methacrylated [4 wt%] Gelatin [3.6 wt%] ,3.5 bar,25,8,27 Gauge Cylindrical,Human Dermal Fibroblasts (1),"Ulvan is a sulfated algal polysaccharide"
https://10.1039/d0bm01784a,Ulvan Methacrylated [4 wt%] Gelatin Methacrylated [2 wt%] Gelatin [3.6 wt%] ,3.5 bar,25,8,27 Gauge Cylindrical,Human Dermal Fibroblasts (1),"Ulvan is a sulfated algal polysaccharide"
https://10.1039/d0bm01784a,Ulvan Methacrylated [6 wt%] Gelatin [3.6 wt%] ,3 bar,22,8,27 Gauge Cylindrical,Human Dermal Fibroblasts (1),"Ulvan is a sulfated algal polysaccharide"
